source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P31266	O08586	Rbpj	Pten	True	False	True	True	False	True	A
P25799	F8WGF2	Nfkb1	F8WGF2	True	True	False	True	True	False	A
P02340	Q60636	Tp53	Prdm1	True	False	False	False	False	False	A
Q04887	P35428	Sox9	Hes1	True	True	False	True	True	False	A
A0A2R8VHR8	Q9QZM4	Ddit3	Tnfrsf10b	True	True	True	True	True	False	A
P35639	Q9QZM4	Ddit3	Tnfrsf10b	True	True	True	True	True	False	A
A0A979HLR9	Q8BLH5	A0A979HLR9	Prss50	True	True	False	True	True	False	A
P27577	O35608	Ets1	Angpt2	True	True	False	True	True	False	A
Q01147	Q04887	Creb1	Sox9	True	True	False	True	True	False	B
Q04863	O35732	Relb	Cflar	True	True	False	True	True	False	C
Q63ZV0	P70661	Insm1	Neurog3	True	False	False	False	False	False	A
P08046	P70302	Egr1	Stim1	True	True	False	True	True	False	A
P15066	P86547	Jund	Bglap2	True	True	False	True	True	False	C
P15066	P86546	Jund	Bglap	True	True	False	True	True	False	C
P15066	P54615	Jund	Bglap3	True	True	False	True	True	False	C
Q61069	O70577	Usf1	Slc22a2	True	True	False	True	True	False	A
P05627	Q08423	Jun	Tff1	True	True	False	True	True	False	A
Q04888	P20917	Sox10	Mag	True	True	False	True	True	False	A
Q61501	Q9DAP7	E2f1	Asf1b	True	True	False	True	True	False	A
P01108	Q6P1H7	Myc	Q6P1H7	True	True	False	True	True	False	A
Q6P1H7	P01108	Q6P1H7	Myc	True	True	False	False	False	False	A
A0A087WSP5	Q07813	A0A087WSP5	Bax	True	True	False	True	True	False	A
P19785	Q08775	Esr1	Runx2	True	True	False	False	False	False	A
Q08775	P19785	Runx2	Esr1	True	False	True	True	False	True	A
Q9JHC9	Q01853	Elf2	Vcp	True	True	False	True	True	False	A
O70494	P55271	Sp3	Cdkn2b	True	True	False	True	True	False	A
Q08874	D3YVY2	Mitf	D3YVY2	True	True	False	True	True	False	A
Q04207	Q3U5F6	Rela	Q3U5F6	True	True	False	True	True	False	A
P27577	P18893	Ets1	Il10	True	True	False	True	True	False	A
A0A087WR05	P04351	A0A087WR05	Il2	True	True	False	True	True	False	A
Q64318	Q9QY23	Zeb1	Pkp3	True	False	True	True	False	True	A
Q02085	P48281	Snai1	Vdr	True	False	True	True	False	True	A
P49698	Q9DBM0	Hnf4a	Abcg8	True	False	True	True	False	True	A
Q6P1H7	P33434	Q6P1H7	Mmp2	True	True	False	True	True	False	A
P23204	A2A974	Ppara	Cyp4a12b	True	True	False	True	True	False	A
P23204	Q91WL5	Ppara	Cyp4a12a	True	True	False	True	True	False	A
P23204	A2A8T1	Ppara	A2A8T1	True	True	False	True	True	False	A
P23204	A2A8S8	Ppara	A2A8S8	True	True	False	True	True	False	A
P23204	O88833	Ppara	Cyp4a10	True	True	False	True	True	False	A
P19091	P0CG50	Ar	Ubc	True	True	False	True	True	False	A
Q61221	P15948	Hif1a	Klk1b22	True	True	False	True	True	False	A
Q61221	P00755	Hif1a	Klk1b1	True	True	False	True	True	False	A
Q61221	Q61754	Hif1a	Klk1b24	True	True	False	True	True	False	A
Q61221	P04071	Hif1a	Klk1b16	True	True	False	True	True	False	A
Q61221	Q61759	Hif1a	Klk1b21	True	True	False	True	True	False	A
Q61221	P15949	Hif1a	Klk1b9	True	True	False	True	True	False	A
Q61221	P15947	Hif1a	Klk1	True	True	False	True	True	False	A
Q61221	Q9JM71	Hif1a	Klk1b27	True	True	False	True	True	False	A
Q61221	P00756	Hif1a	Klk1b3	True	True	False	True	True	False	A
Q61221	P15945	Hif1a	Klk1b5	True	True	False	True	True	False	A
Q61221	P07628	Hif1a	Klk1b8	True	True	False	True	True	False	A
Q61221	P36369	Hif1a	Klk1b26	True	True	False	True	True	False	A
Q61221	P15946	Hif1a	Klk1b11	True	True	False	True	True	False	A
Q61221	P00757	Hif1a	Klk1b4	True	True	False	True	True	False	A
A0A087WR05	Q64261	A0A087WR05	Cdk6	True	True	False	True	True	False	B
Q61221	P21447	Hif1a	Abcb1a	True	True	True	True	True	False	A
P28700	D3Z2V2	Rxra	D3Z2V2	True	True	False	True	True	False	A
P48281	D3Z2V2	Vdr	D3Z2V2	True	True	False	True	True	False	A
P05627	P16872	Jun	Il7r	True	True	False	True	True	False	C
Q61501	Q8BFV3	E2f1	Dusp4	True	True	False	True	True	False	A
Q9WTN3	P14901	Srebf1	Hmox1	True	True	False	True	True	False	A
Q00322	P01108	Cebpd	Myc	True	False	False	False	False	False	C
Q61221	Q62401	Hif1a	Ccl12	True	True	False	True	True	False	A
Q04888	P08152	Sox10	Egr2	True	True	False	True	True	False	A
Q61501	Q9WVH4	E2f1	Foxo3	True	True	False	True	True	False	B
P19785	Q9R1E0	Esr1	Foxo1	True	True	False	True	True	False	A
P19091	Q925J9	Ar	Med1	True	True	False	True	True	False	A
P19091	Q9WTP3	Ar	Spdef	True	True	False	True	True	False	A
Q04887	Q9R0G6	Sox9	Comp	True	True	False	True	True	False	A
P27577	Q05769	Ets1	Ptgs2	True	True	False	True	True	False	A
P25799	P27512	Nfkb1	Cd40	True	True	False	True	True	False	A
P25799	P01582	Nfkb1	Il1a	True	False	True	True	False	True	A
P15314	Q6Q899	Irf1	Rigi	True	True	False	True	True	False	A
Q04888	P11344	Sox10	Tyr	True	True	False	True	True	False	A
Q9WVH4	P19091	Foxo3	Ar	True	True	False	True	True	False	A
A0A087WSP5	A0A7N9VSW1	A0A087WSP5	A0A7N9VSW1	True	True	False	True	True	False	A
Q01147	P63330	Creb1	Ppp2ca	True	True	False	True	True	False	A
P20263	Q69ZK6	Pou5f1	Jmjd1c	True	True	False	True	True	False	C
Q3UH06	P15948	Rreb1	Klk1b22	True	False	True	True	False	True	A
Q3UH06	P00755	Rreb1	Klk1b1	True	False	True	True	False	True	A
Q3UH06	Q61754	Rreb1	Klk1b24	True	False	True	True	False	True	A
Q3UH06	P04071	Rreb1	Klk1b16	True	False	True	True	False	True	A
Q3UH06	Q61759	Rreb1	Klk1b21	True	False	True	True	False	True	A
Q3UH06	P15949	Rreb1	Klk1b9	True	False	True	True	False	True	A
Q3UH06	P15947	Rreb1	Klk1	True	False	True	True	False	True	A
Q3UH06	Q9JM71	Rreb1	Klk1b27	True	False	True	True	False	True	A
Q3UH06	P00756	Rreb1	Klk1b3	True	False	True	True	False	True	A
Q3UH06	P15945	Rreb1	Klk1b5	True	False	True	True	False	True	A
Q3UH06	P07628	Rreb1	Klk1b8	True	False	True	True	False	True	A
Q3UH06	P36369	Rreb1	Klk1b26	True	False	True	True	False	True	A
Q3UH06	P15946	Rreb1	Klk1b11	True	False	True	True	False	True	A
Q3UH06	P00757	Rreb1	Klk1b4	True	False	True	True	False	True	A
P25799	Q924X4	Nfkb1	Q924X4	True	True	False	True	True	False	A
P19091	P45376	Ar	Akr1b1	True	True	False	True	True	False	A
A0A087WSP5	Q9WVH4	A0A087WSP5	Foxo3	True	True	False	True	True	False	B
A0A087WSP5	O89110	A0A087WSP5	Casp8	True	True	False	True	True	False	B
Q61069	O09114	Usf1	Ptgds	True	True	True	True	True	False	A
Q3V157	Q9JKD8	Q3V157	Tbx21	True	True	False	True	True	False	A
Q9WVH4	P19785	Foxo3	Esr1	True	True	False	True	True	False	A
A0A087WSP5	P06339	A0A087WSP5	H2-T23	True	True	False	True	True	False	A
P02340	Q6P1E1	Tp53	Zmiz1	True	True	False	True	True	False	B
A0A087WR05	P09581	A0A087WR05	Csf1r	True	True	False	True	True	False	A
P49698	D3Z1W5	Hnf4a	D3Z1W5	True	True	False	True	True	False	A
P49698	D3Z6M7	Hnf4a	D3Z6M7	True	True	False	True	True	False	A
P49698	K7N6K9	Hnf4a	K7N6K9	True	True	False	True	True	False	A
P49698	P52843	Hnf4a	Sult2a1	True	True	False	True	True	False	A
P49698	B2RVI8	Hnf4a	Sult2a6	True	True	False	True	True	False	A
P49698	Q3UEP5	Hnf4a	Q3UEP5	True	True	False	True	True	False	A
Q01147	Q9QXV8	Creb1	Spry2	True	True	False	True	True	False	A
A0A979HLR9	Q9QXV8	A0A979HLR9	Spry2	True	True	False	True	True	False	A
O54917	O88879	E2f6	Apaf1	True	False	True	True	False	True	A
P23772	P19785	Gata3	Esr1	True	True	False	True	True	False	A
P41969	Q60644	Elk1	Nr1h2	True	True	False	True	True	False	A
P08046	P41136	Egr1	Id2	True	True	False	True	True	False	B
P23772	O88898	Gata3	Tp63	True	False	False	False	False	False	B
Q04207	P43432	Rela	Il12b	True	True	True	True	False	True	A
Q61501	P28563	E2f1	Dusp1	True	True	False	True	True	False	A
A0A979HLR9	P15535	A0A979HLR9	B4galt1	True	True	False	True	True	False	A
A0A087WR05	A2APM2	A0A087WR05	A2APM2	True	True	False	True	True	False	B
P53776	P01216	Lhx4	Cga	True	True	False	True	True	False	A
P31311	P31310	Hoxa11	Hoxa10	True	False	True	True	False	True	A
A0A979HLR9	D3Z4N2	A0A979HLR9	D3Z4N2	True	True	False	True	True	False	A
P02340	P50615	Tp53	Btg3	True	True	False	True	True	False	A
Q60929	Q99P68	Mef2a	Sost	True	False	True	True	False	True	A
O70494	P11087	Sp3	Col1a1	True	True	False	True	True	False	A
P97481	O70372	Epas1	Tert	True	True	False	True	True	False	A
P02340	P34152	Tp53	Ptk2	True	True	False	True	True	False	B
P49698	Q9WVC8	Hnf4a	Slc26a3	True	True	False	True	True	False	A
P25799	P01590	Nfkb1	Il2ra	True	True	False	True	True	False	A
Q00175	P10417	Pgr	Bcl2	True	True	False	True	True	False	A
Q8BUN5	P27786	Smad3	Cyp17a1	True	False	True	True	False	True	A
P97481	O35740	Epas1	Cited2	True	True	False	True	True	False	B
Q61501	F6XJP7	E2f1	F6XJP7	True	True	False	True	True	False	A
P48985	Q9JHE6	Atoh1	Hes6	True	True	False	True	True	False	A
P17433	O54885	Spi1	Tyrobp	True	True	False	True	True	False	A
A0A979HLR9	Q9Z185	A0A979HLR9	Padi1	True	True	False	True	True	False	A
O70494	Q9Z185	Sp3	Padi1	True	True	False	True	True	False	A
Q61221	Q9R0R4	Hif1a	Apln	True	True	False	True	True	False	A
P01108	P25322	Myc	Ccnd1	True	True	True	True	True	False	A
P49698	P39689	Hnf4a	Cdkn1a	True	True	False	True	True	False	A
P25799	Q61221	Nfkb1	Hif1a	True	True	False	True	True	False	A
Q04207	Q61221	Rela	Hif1a	True	True	False	True	True	False	A
Q3U1N2	Q80W65	Srebf2	Pcsk9	True	True	False	True	True	False	A
Q9JKD8	O88410	Tbx21	Cxcr3	True	True	False	True	True	False	A
Q00899	Q8BLN5	Yy1	Lss	True	True	False	True	True	False	A
P49698	O35740	Hnf4a	Cited2	True	True	False	True	True	False	B
F6Y2T6	A0A3B2W4D2	F6Y2T6	A0A3B2W4D2	True	True	False	True	True	False	A
P10085	P31001	Myod1	Des	True	True	True	True	True	False	C
P49698	Q9CQW3	Hnf4a	Proz	True	True	False	True	True	False	A
P19091	O70433	Ar	Fhl2	True	True	False	True	True	False	C
Q9WVH4	A2AMS3	Foxo3	A2AMS3	True	True	False	True	True	False	A
Q00899	Q9JJP2	Yy1	Tp73	True	True	False	True	True	False	A
Q6P1H7	P46414	Q6P1H7	Cdkn1b	True	False	True	True	False	True	A
Q9R1E0	P70274	Foxo1	Selenop	True	True	False	True	True	False	A
P23772	Q9WVS0	Gata3	Icos	True	True	False	True	True	False	C
P15037	O70372	Ets2	Tert	True	True	False	True	True	False	A
Q9R1E0	P49919	Foxo1	Cdkn1c	True	True	False	True	True	False	A
Q00899	P42866	Yy1	Oprm1	True	True	False	True	True	False	A
P49698	P97497	Hnf4a	Shbg	True	True	False	True	True	False	A
A0A087WSP5	Q61009	A0A087WSP5	Scarb1	True	False	True	True	False	True	A
Q9WVH4	P39689	Foxo3	Cdkn1a	True	True	False	True	True	False	A
Q9Z0Y9	P70694	Nr1h3	Akr1c6	True	True	False	True	True	False	C
Q9Z0Y9	Q8VC77	Nr1h3	Q8VC77	True	True	False	True	True	False	C
A0A087WSP5	P22366	A0A087WSP5	Myd88	True	True	False	True	True	False	A
P05627	P47713	Jun	Pla2g4a	True	True	False	True	True	False	A
Q04207	Q07813	Rela	Bax	True	False	True	True	False	True	A
A0A979HLR9	P34884	A0A979HLR9	Mif	True	True	False	True	True	False	A
Q60795	O35379	Nfe2l2	Abcc1	True	True	False	True	True	False	B
P19785	Q9WU00	Esr1	Nrf1	True	True	False	True	True	False	A
P97481	Q8CI15	Epas1	Sphk1	True	True	False	True	True	False	A
Q61221	Q8CI15	Hif1a	Sphk1	True	True	False	True	True	False	A
P01108	A0A2I3BPE9	Myc	A0A2I3BPE9	True	True	False	True	True	False	A
P26687	A0A0R4IZW5	Twist1	A0A0R4IZW5	True	False	True	True	False	True	A
P15066	P51680	Jund	Ccr4	True	True	False	True	True	False	A
P28033	A0A140LIK7	Cebpb	A0A140LIK7	True	True	False	True	True	False	C
P55200	P02830	Kmt2a	Hoxa7	True	True	False	True	True	False	A
P19785	Q9JHD1	Esr1	Kat2b	True	True	False	True	True	False	A
P41778	P18893	Pbx1	Il10	True	True	False	True	True	False	A
Q61501	O55003	E2f1	Bnip3	True	True	False	True	True	False	A
Q8BUN5	Q99JB6	Smad3	Foxp3	True	True	False	True	True	False	A
P27792	P30282	Lyl1	Ccnd3	True	True	False	True	True	False	C
Q9WVH4	O35740	Foxo3	Cited2	True	True	False	True	True	False	A
P08046	P30282	Egr1	Ccnd3	True	True	False	True	True	False	B
P19785	O08580	Esr1	Esrra	True	True	False	True	True	False	A
Q61221	Q9ERD7	Hif1a	Tubb3	True	True	False	True	True	False	A
P22091	A0A087WR05	Tal1	A0A087WR05	True	True	False	True	True	False	B
A0A979HLR9	P60879	A0A979HLR9	Snap25	True	True	False	True	True	False	C
Q9WVH4	P20108	Foxo3	Prdx3	True	True	False	True	True	False	A
Q9WVH4	P08228	Foxo3	Sod1	True	True	False	True	True	False	C
P81270	P55284	Erg	Cdh5	True	True	False	True	True	False	A
P28033	Q9WTX8	Cebpb	Mad1l1	True	True	False	True	True	False	B
Q61164	P97481	Ctcf	Epas1	True	False	False	False	False	False	B
A0A979HLR9	P28352	A0A979HLR9	Apex1	True	False	True	True	False	True	A
P48281	P47878	Vdr	Igfbp3	True	False	True	True	False	True	A
F6Y2T6	P27577	F6Y2T6	Ets1	True	True	False	True	True	False	A
P27577	F6Y2T6	Ets1	F6Y2T6	True	True	False	False	False	False	A
Q61501	Q3TLR7	E2f1	Dtl	True	True	False	True	True	False	A
Q8R0K9	Q3TLR7	E2f4	Dtl	True	True	False	True	True	False	B
P02340	A0A0R4J0E4	Tp53	A0A0R4J0E4	True	False	True	True	False	True	A
P01108	Q60954	Myc	Meis1	True	True	False	True	True	False	A
Q60591	P04401	Nfatc2	Il5	True	True	False	True	True	False	A
P17433	P10810	Spi1	Cd14	True	True	False	True	True	False	A
Q9WU00	O88456	Nrf1	Capns1	True	True	False	True	True	False	A
Q9WVH4	P06869	Foxo3	Plau	True	False	True	True	False	True	A
P02340	Q02248	Tp53	Ctnnb1	True	False	True	True	False	True	A
A0A979HLR9	P16054	A0A979HLR9	Prkce	True	False	True	True	False	True	A
O88898	Q8CB49	Tp63	Tprg1	True	True	False	True	True	False	C
P53566	Q08857	Cebpa	Cd36	True	True	False	True	True	False	B
Q04207	P39689	Rela	Cdkn1a	True	True	True	True	True	False	A
Q9WTN3	O35604	Srebf1	Npc1	True	True	False	True	True	False	A
P08046	P22724	Egr1	Wnt4	True	False	True	True	False	True	A
Q08874	Q9ERI2	Mitf	Rab27a	True	True	False	True	True	False	A
P08046	P08505	Egr1	Il6	True	False	True	True	False	True	A
Q61221	P26687	Hif1a	Twist1	True	True	False	True	True	False	A
Q9R1E0	Q8BG60	Foxo1	Txnip	True	True	True	True	True	False	A
Q61501	A0A2I3BQV6	E2f1	A0A2I3BQV6	True	True	False	True	True	False	A
P08046	E9Q593	Egr1	E9Q593	True	True	False	True	True	False	A
P08046	Q9WUD0	Egr1	Q9WUD0	True	True	False	True	True	False	A
P08046	O55071	Egr1	Cyp2b19	True	True	False	True	True	False	A
O70494	E9QJS7	Sp3	E9QJS7	True	True	False	True	True	False	A
A0A979HLR9	E9QJS7	A0A979HLR9	E9QJS7	True	True	False	True	True	False	A
A0A087WSP5	Q9WU72	A0A087WSP5	Tnfsf13b	True	True	False	True	True	False	A
A0A979HLR9	Q64237	A0A979HLR9	Dbh	True	True	False	True	True	False	A
Q61221	P20826	Hif1a	Kitlg	True	True	False	True	True	False	A
Q61501	O70494	E2f1	Sp3	True	False	True	True	False	True	A
P42230	P23611	Stat5a	Irf8	True	True	False	True	True	False	C
Q9R1Y5	P48985	Hic1	Atoh1	True	False	True	True	False	True	A
Q9WVH4	P21447	Foxo3	Abcb1a	True	True	False	True	True	False	A
Q61501	A0A3Q4EBR8	E2f1	A0A3Q4EBR8	True	True	False	True	True	False	A
Q61501	Q60596	E2f1	Xrcc1	True	True	False	True	True	False	A
A0A979HLR9	Q8BLM0	A0A979HLR9	Klf8	True	True	False	True	True	False	A
P17433	P06804	Spi1	Tnf	True	True	False	True	True	False	A
P01108	P17918	Myc	Pcna	True	True	False	True	True	False	A
Q61501	Q673W4	E2f1	Q673W4	True	True	False	True	True	False	A
Q61501	Q673W2	E2f1	Q673W2	True	True	False	True	True	False	A
P53566	P11247	Cebpa	Mpo	True	True	False	True	True	False	B
P97471	P41133	Smad4	Id3	True	True	False	True	True	False	B
P25799	Q9Z2F6	Nfkb1	Bcl3	True	True	False	False	False	False	A
P25799	Q9EQ14	Nfkb1	Il23a	True	True	False	True	True	False	A
Q04207	Q9EQ14	Rela	Il23a	True	True	False	True	True	False	A
Q61501	O35235	E2f1	Tnfsf11	True	True	False	True	True	False	A
Q9R1E0	P21447	Foxo1	Abcb1a	True	True	False	True	True	False	A
Q00899	Q01279	Yy1	Egfr	True	True	False	True	True	False	A
Q61221	O88452	Hif1a	Stc2	True	True	False	True	True	False	A
P49698	Q922U1	Hnf4a	Prpf3	True	True	False	True	True	False	A
P19785	P24807	Esr1	Cd24	True	False	True	True	False	True	A
Q6P1H7	P25916	Q6P1H7	Bmi1	True	True	False	True	True	False	A
Q61221	P48302	Hif1a	Ednrb	True	True	False	True	True	False	A
Q9WTN3	Q01237	Srebf1	Hmgcr	True	True	False	True	True	False	A
P42669	P19091	Pura	Ar	True	False	True	True	False	True	A
Q63ZV0	P01325	Insm1	Ins1	True	True	False	True	True	False	A
Q63ZV0	P01326	Insm1	Ins2	True	True	False	True	True	False	A
Q08775	A0A2I3BRE5	Runx2	A0A2I3BRE5	True	True	False	True	True	False	A
A0A087WR05	O08538	A0A087WR05	Angpt1	True	True	False	True	True	False	B
Q61501	Q64702	E2f1	Plk4	True	True	False	True	True	False	A
Q8R0K9	Q7TSG3	E2f4	Fbxo5	True	True	False	True	True	False	A
Q61501	Q922S8	E2f1	Kif2c	True	True	True	True	True	False	A
A0A979HLR9	Q922S8	A0A979HLR9	Kif2c	True	True	False	True	True	False	A
Q9R1E0	P49817	Foxo1	Cav1	True	True	False	True	True	False	A
P08046	Q00899	Egr1	Yy1	True	False	False	False	False	False	B
Q08874	A2AWP0	Mitf	Birc7	True	True	False	True	True	False	A
P02340	P41183	Tp53	Bcl6	True	True	False	True	True	False	A
Q60I23	P25322	Q60I23	Ccnd1	True	True	False	True	True	False	A
A0A087WR05	Q61286	A0A087WR05	Tcf12	True	True	False	True	True	False	B
A0A979HLR9	P29268	A0A979HLR9	Ccn2	True	True	False	True	True	False	A
P97469	P48281	Snai2	Vdr	True	False	True	True	False	True	A
Q00899	A2A7B5	Yy1	A2A7B5	True	True	False	True	True	False	A
Q01147	Q8R2N1	Creb1	Aqp3	True	True	False	True	True	False	A
P01108	O54786	Myc	Dffa	True	True	False	True	True	False	A
Q61501	Q9QZ41	E2f1	Dbf4	True	True	False	True	True	False	A
P02340	P46425	Tp53	Gstp2	True	True	False	True	True	False	A
P02340	P19157	Tp53	Gstp1	True	True	False	True	True	False	A
P08046	Q61221	Egr1	Hif1a	True	True	False	True	True	False	A
Q04887	Q9Z261	Sox9	Cldn7	True	False	True	True	False	True	A
Q8BPQ2	Q8VDF3	Q8BPQ2	Dapk2	True	True	False	True	True	False	A
Q61501	Q8VDF3	E2f1	Dapk2	True	True	False	True	True	False	A
A0A979HLR9	P97427	A0A979HLR9	Crmp1	True	False	True	True	False	True	A
P53566	P97427	Cebpa	Crmp1	True	True	False	True	True	False	A
Q61221	Q6PCM1	Hif1a	Kdm3a	True	True	False	True	True	False	A
P19091	A0A0R4J145	Ar	A0A0R4J145	True	True	False	True	True	False	A
O35906	Q60636	Spib	Prdm1	True	False	True	True	False	True	A
P02340	O35185	Tp53	Bhlhe40	True	True	False	True	True	False	B
O54917	Q61501	E2f6	E2f1	True	False	True	False	False	False	A
Q61501	O54917	E2f1	E2f6	True	True	False	True	True	False	A
Q61221	P97477	Hif1a	Aurka	True	True	False	True	True	False	A
A0A087WSP5	Q6PKB0	A0A087WSP5	Q6PKB0	True	False	True	True	False	True	A
A0A979HLR9	P08228	A0A979HLR9	Sod1	True	True	True	True	True	False	A
P01108	P15037	Myc	Ets2	True	True	False	True	True	False	A
P15037	P01108	Ets2	Myc	True	True	False	False	False	False	A
P08046	Q5BU09	Egr1	Eapp	True	True	False	True	True	False	A
A0A979HLR9	Q5BU09	A0A979HLR9	Eapp	True	True	False	True	True	False	A
O70494	Q5BU09	Sp3	Eapp	True	False	True	True	False	True	A
P12813	P51557	Nr4a1	Star	True	True	False	True	True	False	A
P17679	Q9ERZ0	Gata1	Hemgn	True	True	True	True	True	True	A
P05627	Q3UN27	Jun	Q3UN27	True	True	False	True	True	False	A
Q9R1E0	F8VPZ1	Foxo1	F8VPZ1	True	True	False	True	True	False	A
P08046	O55143	Egr1	Atp2a2	True	False	True	True	False	True	A
P05627	P35396	Jun	Ppard	True	True	False	True	True	False	A
Q00288	O70372	Pax8	Tert	True	True	False	True	True	False	A
P27577	P33435	Ets1	Mmp13	True	True	False	True	True	False	A
H3BJ24	P15948	H3BJ24	Klk1b22	True	False	True	True	False	True	A
H3BJ24	P00755	H3BJ24	Klk1b1	True	False	True	True	False	True	A
H3BJ24	Q61754	H3BJ24	Klk1b24	True	False	True	True	False	True	A
H3BJ24	P04071	H3BJ24	Klk1b16	True	False	True	True	False	True	A
H3BJ24	Q61759	H3BJ24	Klk1b21	True	False	True	True	False	True	A
H3BJ24	P15949	H3BJ24	Klk1b9	True	False	True	True	False	True	A
H3BJ24	P15947	H3BJ24	Klk1	True	False	True	True	False	True	A
H3BJ24	Q9JM71	H3BJ24	Klk1b27	True	False	True	True	False	True	A
H3BJ24	P00756	H3BJ24	Klk1b3	True	False	True	True	False	True	A
H3BJ24	P15945	H3BJ24	Klk1b5	True	False	True	True	False	True	A
H3BJ24	P07628	H3BJ24	Klk1b8	True	False	True	True	False	True	A
H3BJ24	P36369	H3BJ24	Klk1b26	True	False	True	True	False	True	A
H3BJ24	P15946	H3BJ24	Klk1b11	True	False	True	True	False	True	A
H3BJ24	P00757	H3BJ24	Klk1b4	True	False	True	True	False	True	A
P15314	Q99JB6	Irf1	Foxp3	True	False	True	True	False	True	A
Q9WVH4	P42337	Foxo3	Pik3ca	True	True	False	True	True	False	A
P23204	Q05769	Ppara	Ptgs2	True	True	True	True	False	True	A
P02340	P31750	Tp53	Akt1	True	False	True	True	False	True	A
Q61501	O70571	E2f1	Pdk4	True	True	True	True	True	False	A
P19091	Q01279	Ar	Egfr	True	True	True	True	False	True	A
P15314	P27512	Irf1	Cd40	True	True	False	True	True	False	A
Q04207	P15314	Rela	Irf1	True	True	False	True	True	False	A
P02340	P05622	Tp53	Pdgfrb	True	True	False	True	True	False	A
P08046	P30987	Egr1	Tbxa2r	True	True	False	True	True	False	A
P27577	P30987	Ets1	Tbxa2r	True	True	False	True	True	False	A
P17679	P30987	Gata1	Tbxa2r	True	True	False	True	True	False	A
A0A0R4J0Y5	P30987	A0A0R4J0Y5	Tbxa2r	True	True	False	True	True	False	A
A0A979HLR9	P50592	A0A979HLR9	Tnfsf10	True	True	True	True	True	False	A
Q04207	B5B2N2	Rela	B5B2N2	True	True	False	True	True	False	B
Q9R1E0	P18337	Foxo1	Sell	True	True	False	True	True	False	A
A0A979HLR9	P16879	A0A979HLR9	Fes	True	True	False	True	True	False	A
Q60765	Q8BPQ2	Atf3	Q8BPQ2	True	False	False	False	False	False	C
Q8BPQ2	Q60765	Q8BPQ2	Atf3	True	True	False	True	True	False	A
P08046	Q80YQ1	Egr1	Q80YQ1	True	False	True	True	False	True	A
Q04207	P18893	Rela	Il10	True	True	False	True	True	False	A
P97303	P04351	Bach2	Il2	True	True	False	True	True	False	A
Q60795	A2AQU8	Nfe2l2	A2AQU8	True	True	False	True	True	False	C
B5B2N2	P04401	B5B2N2	Il5	True	True	False	True	True	False	A
Q9WVH4	P24270	Foxo3	Cat	True	True	False	True	True	False	A
P06537	E9QA15	Nr3c1	E9QA15	True	True	False	True	True	False	A
Q9Z0Z7	P19096	Klf5	Fasn	True	True	False	True	True	False	A
A0A1Y7VML1	P97477	A0A1Y7VML1	Aurka	True	True	False	True	True	False	A
Q64705	E9QAS8	Usf2	E9QAS8	True	True	False	True	True	False	A
P05627	P14097	Jun	Ccl4	True	True	False	True	True	False	C
Q04887	Q3LFS7	Sox9	Q3LFS7	True	True	False	True	True	False	A
Q04887	Q925P2	Sox9	Ceacam2	True	True	False	True	True	False	A
P08046	Q02248	Egr1	Ctnnb1	True	True	False	True	True	False	A
P43135	P97333	Nr2f2	Nrp1	True	True	False	True	True	False	C
A0A979HLR9	P03958	A0A979HLR9	Ada	True	True	False	True	True	False	A
P43241	P55292	Cdx2	Dsc2	True	True	False	True	True	False	A
P18111	P55292	Cdx1	Dsc2	True	True	False	True	True	False	A
Q61501	P20029	E2f1	Hspa5	True	False	True	True	False	True	A
Q61221	Q61696	Hif1a	Hspa1a	True	True	False	True	True	False	A
Q61221	P17879	Hif1a	Hspa1b	True	True	False	True	True	False	A
Q60I23	Q0VGT2	Q60I23	Gli2	True	True	False	True	True	False	A
P19785	P08730	Esr1	Krt13	True	True	False	True	True	False	A
P49698	P70274	Hnf4a	Selenop	True	True	False	True	True	False	A
P58463	A0A0G2JE70	Foxp2	A0A0G2JE70	True	False	True	True	False	True	A
P25799	O35732	Nfkb1	Cflar	True	True	True	True	True	False	A
P25799	P09225	Nfkb1	Lta	True	True	False	True	True	False	A
P25799	P39429	Nfkb1	Traf2	True	True	True	True	True	False	A
P28033	P24549	Cebpb	Aldh1a1	True	True	False	True	True	False	B
P02340	Q63739	Tp53	Ptp4a1	True	True	False	True	True	False	B
