source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P35582	Q9JL25	Foxa1	Rgs1	True	False	False	False	False	False	C
P35582	V9GXQ3	Foxa1	V9GXQ3	True	False	False	False	False	False	C
P35582	A0A087WNZ9	Foxa1	A0A087WNZ9	True	False	False	False	False	False	B
P35582	A0A0A6YW36	Foxa1	A0A0A6YW36	True	False	False	False	False	False	C
P35582	Q9D3G9	Foxa1	Rhoh	True	False	False	False	False	False	C
P35582	F6VBV0	Foxa1	F6VBV0	True	False	False	False	False	False	B
P35582	Q9DBU3	Foxa1	Riok3	True	False	False	False	False	False	C
P35582	O54965	Foxa1	Rnf13	True	False	False	False	False	False	C
P35582	P50636	Foxa1	Rnf19a	True	False	False	False	False	False	C
P35582	G5E843	Foxa1	G5E843	True	False	False	False	False	False	B
P35582	Q7TND5	Foxa1	Rpf1	True	False	False	False	False	False	C
P35582	Q9EPQ2	Foxa1	Rpgrip1	True	False	False	False	False	False	C
P35582	E9QMX4	Foxa1	E9QMX4	True	False	False	False	False	False	B
P35582	A0A0G2JFT8	Foxa1	A0A0G2JFT8	True	False	False	False	False	False	C
P35582	A0A087WR05	Foxa1	A0A087WR05	True	False	False	False	False	False	B
P35582	E9Q3G4	Foxa1	E9Q3G4	True	False	False	False	False	False	C
P35582	Q8CBY1	Foxa1	Samd4a	True	False	False	False	False	False	B
P35582	F8VQK5	Foxa1	F8VQK5	True	False	False	False	False	False	B
P35582	P0C5K1	Foxa1	Sbk2	True	False	False	False	False	False	C
P35582	Q9JKD3	Foxa1	Scamp5	True	False	False	False	False	False	C
P35582	F8VQ70	Foxa1	F8VQ70	True	False	False	False	False	False	B
P35582	A0A0R4J069	Foxa1	A0A0R4J069	True	False	False	False	False	False	C
P35582	Q99JZ0	Foxa1	Sdcbp2	True	False	False	False	False	False	C
P35582	O08665	Foxa1	Sema3a	True	False	False	False	False	False	B
P35582	Q62181	Foxa1	Sema3c	True	False	False	False	False	False	B
P35582	O35464	Foxa1	Sema6a	True	False	False	False	False	False	C
P35582	Q06770	Foxa1	Serpina6	True	False	False	False	False	False	C
P35582	Q9D7D2	Foxa1	Serpina9	True	False	False	False	False	False	C
P35582	Q60854	Foxa1	Serpinb6	True	False	False	False	False	False	C
P35582	P49182	Foxa1	Serpind1	True	False	False	False	False	False	C
P35582	Q9WUZ7	Foxa1	Sh3bgr	True	False	False	False	False	False	C
P35582	Q62419	Foxa1	Sh3gl1	True	False	False	False	False	False	C
P35582	A0A1B0GSY0	Foxa1	A0A1B0GSY0	True	False	False	False	False	False	B
P35582	D3Z5K8	Foxa1	D3Z5K8	True	False	False	False	False	False	B
P35582	E9QMY5	Foxa1	E9QMY5	True	False	False	False	False	False	B
P35582	Q6P4S6	Foxa1	Sik3	True	False	False	False	False	False	B
P35582	Q9EPK6	Foxa1	Sil1	True	False	False	False	False	False	B
P35582	Q62141	Foxa1	Sin3b	True	False	False	False	False	False	C
P35582	Q8C0T5	Foxa1	Sipa1l1	True	False	False	False	False	False	B
P35582	Q80TE4	Foxa1	Sipa1l2	True	False	False	False	False	False	B
P35582	Q3UND0	Foxa1	Skap2	True	False	False	False	False	False	B
P35582	Q3UHH2	Foxa1	Slc22a23	True	False	False	False	False	False	B
P35582	Q8BUN9	Foxa1	Slc24a2	True	False	False	False	False	False	C
P35582	Q9DAM5	Foxa1	Slc25a19	True	False	False	False	False	False	C
P35582	Q8VCX2	Foxa1	Slc35c2	True	False	False	False	False	False	C
P35582	Q8K2P7	Foxa1	Slc38a1	True	False	False	False	False	False	B
P35582	Q8CFE6	Foxa1	Slc38a2	True	False	False	False	False	False	C
P35582	Q8BGD6	Foxa1	Slc38a9	True	False	False	False	False	False	B
P35582	Q6X893	Foxa1	Slc44a1	True	False	False	False	False	False	B
P35582	Q5U4D8	Foxa1	Slc5a6	True	False	False	False	False	False	C
P35582	P18581	Foxa1	Slc7a2	True	False	False	False	False	False	C
P35582	A0A3Q4L326	Foxa1	A0A3Q4L326	True	False	False	False	False	False	B
P35582	Q9D7Y9	Foxa1	Slx4ip	True	False	False	False	False	False	B
P35582	Q920F6	Foxa1	Smc1b	True	False	False	False	False	False	C
P35582	Q6P5D8	Foxa1	Smchd1	True	False	False	False	False	False	B
P35582	Q9CWR2	Foxa1	Smyd3	True	False	False	False	False	False	B
P35582	O55042	Foxa1	Snca	True	False	False	False	False	False	C
P35582	Q78PY7	Foxa1	Snd1	True	False	False	False	False	False	B
P35582	Q6PE01	Foxa1	Snrnp40	True	False	False	False	False	False	C
P35582	A0A5F8MPJ2	Foxa1	A0A5F8MPJ2	True	False	False	False	False	False	B
P35582	Q9CQN4	Foxa1	Sostdc1	True	False	False	False	False	False	C
P35582	B2KFM7	Foxa1	B2KFM7	True	False	False	False	False	False	B
P35582	P40645	Foxa1	Sox6	True	False	False	False	False	False	B
P35582	Q04887	Foxa1	Sox9	True	False	False	False	False	False	B
P35582	A2AE20	Foxa1	Spaca5	True	False	False	False	False	False	C
P35582	Q5S003	Foxa1	Spag17	True	False	False	False	False	False	B
P35582	Q58A65	Foxa1	Spag9	True	False	False	False	False	False	C
P35582	Q8R1X6	Foxa1	Spart	True	False	False	False	False	False	C
P35582	Q80VP2	Foxa1	Spata7	True	False	False	False	False	False	C
P35582	Q91WJ7	Foxa1	Spats2l	True	False	False	False	False	False	B
P35582	Q8BGX7	Foxa1	Spidr	True	False	False	False	False	False	B
P35582	Q3UTS8	Foxa1	Spink13	True	False	False	False	False	False	C
P35582	Q8BKQ3	Foxa1	Q8BKQ3	True	False	False	False	False	False	B
P35582	Q924S7	Foxa1	Spred2	True	False	False	False	False	False	B
P35582	Q9CYZ8	Foxa1	Ssbp2	True	False	False	False	False	False	B
P35582	Q80TY4	Foxa1	St18	True	False	False	False	False	False	B
P35582	Q99M96	Foxa1	St7	True	False	False	False	False	False	B
P35582	Q9D3E6	Foxa1	Stag1	True	False	False	False	False	False	B
P35582	A0A0J9YTR8	Foxa1	A0A0J9YTR8	True	False	False	False	False	False	B
P35582	Q9JI10	Foxa1	Stk3	True	False	False	False	False	False	B
P35582	B8JJ84	Foxa1	B8JJ84	True	False	False	False	False	False	B
P35582	Q8K4L3	Foxa1	Svil	True	False	False	False	False	False	B
P35582	Q8BHS8	Foxa1	Sybu	True	False	False	False	False	False	B
P35582	Q6ZWQ0	Foxa1	Syne2	True	False	False	False	False	False	B
P35582	A0A0G2JDM5	Foxa1	A0A0G2JDM5	True	False	False	False	False	False	C
P35582	P46096	Foxa1	Syt1	True	False	False	False	False	False	B
P35582	Q99K90	Foxa1	Tab2	True	False	False	False	False	False	C
P35582	E9Q8T1	Foxa1	E9Q8T1	True	False	False	False	False	False	B
P35582	P97358	Foxa1	Taf1b	True	False	False	False	False	False	C
P35582	P70347	Foxa1	Tank	True	False	False	False	False	False	B
P35582	Q8BYC6	Foxa1	Taok3	True	False	False	False	False	False	B
P35582	E9QL22	Foxa1	E9QL22	True	False	False	False	False	False	C
P35582	Q60949	Foxa1	Tbc1d1	True	False	False	False	False	False	B
P35582	A2ABG4	Foxa1	A2ABG4	True	False	False	False	False	False	C
P35582	Q80XQ2	Foxa1	Tbc1d5	True	False	False	False	False	False	B
P35582	Q8BHJ5	Foxa1	Tbl1xr1	True	False	False	False	False	False	B
P35582	Q61286	Foxa1	Tcf12	True	False	False	False	False	False	B
P35582	Q8BTG3	Foxa1	Tcp11l1	True	False	False	False	False	False	C
P35582	O08523	Foxa1	Tecta	True	False	False	False	False	False	C
P35582	Q3UHK6	Foxa1	Tenm4	True	False	False	False	False	False	B
P35582	A0A0G2JF55	Foxa1	A0A0G2JF55	True	False	False	False	False	False	C
P35582	Q3TUU5	Foxa1	Tex30	True	False	False	False	False	False	C
P35582	Q91ZK0	Foxa1	Tfap2d	True	False	False	False	False	False	C
P35582	O54819	Foxa1	Tfpi	True	False	False	False	False	False	B
P35582	A0A0R4J097	Foxa1	A0A0R4J097	True	False	False	False	False	False	B
P35582	P70284	Foxa1	Tgif1	True	False	False	False	False	False	C
P35582	A8C756	Foxa1	Thada	True	False	False	False	False	False	B
P35582	Q3UTY6	Foxa1	Thsd4	True	False	False	False	False	False	B
P35582	E9PWD2	Foxa1	E9PWD2	True	False	False	False	False	False	B
P35582	P52912	Foxa1	Tia1	True	False	False	False	False	False	C
P35582	G3UWG2	Foxa1	G3UWG2	True	False	False	False	False	False	B
P35582	Q6ZPF3	Foxa1	Tiam2	True	False	False	False	False	False	B
P35582	Q62440	Foxa1	Tle1	True	False	False	False	False	False	B
P35582	Q08122	Foxa1	Tle3	True	False	False	False	False	False	B
P35582	Q8C0V0	Foxa1	Tlk1	True	False	False	False	False	False	B
P35582	A0A1L1SQ51	Foxa1	A0A1L1SQ51	True	False	False	False	False	False	B
P35582	Q9ET30	Foxa1	Tm9sf3	True	False	False	False	False	False	C
P35582	Q8R4P5	Foxa1	Tmc1	True	False	False	False	False	False	B
P35582	Q9CZ16	Foxa1	Tmem178a	True	False	False	False	False	False	C
P35582	Q91XE8	Foxa1	Tmem205	True	False	False	False	False	False	C
P35582	Q810L4	Foxa1	Tmem39b	True	False	False	False	False	False	C
P35582	Q91X86	Foxa1	Tmem98	True	False	False	False	False	False	C
P35582	Q56A06	Foxa1	Tmtc2	True	False	False	False	False	False	B
P35582	Q5SSZ5	Foxa1	Tns3	True	False	False	False	False	False	B
P35582	Q64511	Foxa1	Top2b	True	False	False	False	False	False	C
P35582	Q8CFU8	Foxa1	Tp53inp2	True	False	False	False	False	False	C
P35582	O88898	Foxa1	Tp63	True	False	False	False	False	False	B
P35582	D3Z2U2	Foxa1	D3Z2U2	True	False	False	False	False	False	B
P35582	Q9R0M5	Foxa1	Tpk1	True	False	False	False	False	False	B
P35582	F6ZDS4	Foxa1	Tpr	True	False	False	False	False	False	C
P35582	Q8CB49	Foxa1	Tprg1	True	False	False	False	False	False	B
P35582	Q9DBS2	Foxa1	Tprg1l	True	False	False	False	False	False	C
P35582	Q3U0M1	Foxa1	Trappc9	True	False	False	False	False	False	B
P35582	Q8K4K4	Foxa1	Trib1	True	False	False	False	False	False	C
P35582	Q0KL02	Foxa1	Trio	True	False	False	False	False	False	B
P35582	B2B9E1	Foxa1	Triqk	True	False	False	False	False	False	C
P35582	Q9JLV2	Foxa1	Trpc4ap	True	False	False	False	False	False	C
P35582	G3UW90	Foxa1	G3UW90	True	False	False	False	False	False	B
P35582	E9Q7M2	Foxa1	Tsc22d2	True	False	False	False	False	False	B
P35582	Q9DCK3	Foxa1	Tspan4	True	False	False	False	False	False	C
P35582	Q8R3G9	Foxa1	Tspan8	True	False	False	False	False	False	B
P35582	Q0HA38	Foxa1	Ttc21b	True	False	False	False	False	False	C
P35582	E9Q6P5	Foxa1	Ttc7b	True	False	False	False	False	False	C
P35582	A0A7N9VR83	Foxa1	A0A7N9VR83	True	False	False	False	False	False	B
P35582	P07147	Foxa1	Tyrp1	True	False	False	False	False	False	C
P35582	Q3UHZ7	Foxa1	Q3UHZ7	True	False	False	False	False	False	C
P35582	A0A2I3BQS6	Foxa1	A0A2I3BQS6	True	False	False	False	False	False	B
P35582	Q5DID3	Foxa1	Umodl1	True	False	False	False	False	False	C
P35582	Q8K0T7	Foxa1	Unc13c	True	False	False	False	False	False	C
P35582	O08747	Foxa1	Unc5c	True	False	False	False	False	False	B
P35582	P52479	Foxa1	Usp10	True	False	False	False	False	False	B
P35582	P57080	Foxa1	Usp25	True	False	False	False	False	False	B
P35582	Q8BUB6	Foxa1	Ust	True	False	False	False	False	False	B
P35582	A0A1W2P8G5	Foxa1	A0A1W2P8G5	True	False	False	False	False	False	B
P35582	Q8K245	Foxa1	Uvrag	True	False	False	False	False	False	B
P35582	Q9R0C8	Foxa1	Vav3	True	False	False	False	False	False	B
P35582	Q99KU0	Foxa1	Vmp1	True	False	False	False	False	False	B
P35582	Q80TY5	Foxa1	Vps13b	True	False	False	False	False	False	B
P35582	B1ART2	Foxa1	B1ART2	True	False	False	False	False	False	B
P35582	Q8VEJ9	Foxa1	Vps4a	True	False	False	False	False	False	C
P35582	Q8CCB4	Foxa1	Vps53	True	False	False	False	False	False	C
P35582	Q8BGW2	Foxa1	Wbp1l	True	False	False	False	False	False	C
P35582	Q6VNB8	Foxa1	Wdfy3	True	False	False	False	False	False	B
P35582	P47810	Foxa1	Wee1	True	False	False	False	False	False	C
P35582	Q5SXA9	Foxa1	Wwc1	True	False	False	False	False	False	B
P35582	Q6NXJ0	Foxa1	Wwc2	True	False	False	False	False	False	B
P35582	Q9DBH0	Foxa1	Wwp2	True	False	False	False	False	False	C
P35582	Q9CS38	Foxa1	Q9CS38	True	False	False	False	False	False	C
P35582	B2RR83	Foxa1	Ythdc2	True	False	False	False	False	False	C
P35582	Q08376	Foxa1	Zbtb14	True	False	False	False	False	False	C
P35582	Q3UQ17	Foxa1	Q3UQ17	True	False	False	False	False	False	B
P35582	Q3V3W4	Foxa1	Q3V3W4	True	False	False	False	False	False	C
P35582	Q8K0L9	Foxa1	Zbtb20	True	False	False	False	False	False	B
P35582	Q5DTV4	Foxa1	Zc3h12c	True	False	False	False	False	False	C
P35582	Q497H0	Foxa1	Zfand3	True	False	False	False	False	False	B
P35582	Q8CCH7	Foxa1	Zfpm2	True	False	False	False	False	False	B
P35582	Q8C0Q2	Foxa1	Zhx3	True	False	False	False	False	False	C
P35582	Q6P1E1	Foxa1	Zmiz1	True	False	False	False	False	False	B
P35582	Q9CU65	Foxa1	Zmym2	True	False	False	False	False	False	C
P35582	A2A484	Foxa1	A2A484	True	False	False	False	False	False	B
P35582	Q8BXJ8	Foxa1	Znf385b	True	False	False	False	False	False	B
P35582	G3UVV3	Foxa1	G3UVV3	True	False	False	False	False	False	B
P35582	B1AWL2	Foxa1	Znf462	True	False	False	False	False	False	C
P35582	Q56A10	Foxa1	Znf608	True	False	False	False	False	False	B
P35582	Q9CZP3	Foxa1	Znf655	True	False	False	False	False	False	C
P35582	Q8BGZ8	Foxa1	Zpld1	True	False	False	False	False	False	B
P35582	Q8C7B8	Foxa1	Zswim4	True	False	False	False	False	False	C
P35583	A0A0G2JGM8	Foxa2	A0A0G2JGM8	True	False	False	False	False	False	C
P35583	P51125	Foxa2	Cast	True	False	False	False	False	False	C
P35583	Q64505	Foxa2	Cyp7a1	True	False	False	False	False	False	A
P35583	Q8BPM0	Foxa2	Daam1	True	False	False	False	False	False	C
P35583	E9QKB1	Foxa2	E9QKB1	True	False	False	False	False	False	C
P35583	P59764	Foxa2	Dock4	True	False	False	False	False	False	C
P35583	Q01279	Foxa2	Egfr	True	False	False	False	False	False	C
P35583	A2AFS3	Foxa2	Elapor1	True	False	False	False	False	False	C
P35583	P97481	Foxa2	Epas1	True	False	False	False	False	False	C
P35583	Q8BGI4	Foxa2	Fam13a	True	False	False	False	False	False	C
P35583	A0A0R4J0H8	Foxa2	A0A0R4J0H8	True	False	False	False	False	False	C
P35583	H3BJ24	Foxa2	H3BJ24	True	False	False	False	False	False	C
P35583	P58463	Foxa2	Foxp2	True	False	False	False	False	False	C
P35583	P35576	Foxa2	G6pc1	True	False	False	False	False	False	A
P35583	Q6P9S7	Foxa2	Galnt10	True	False	False	False	False	False	C
P35583	G5E8D5	Foxa2	G5E8D5	True	False	False	False	False	False	C
P35583	A0A1B0GSQ5	Foxa2	A0A1B0GSQ5	True	False	False	False	False	False	C
P35583	B1AY49	Foxa2	B1AY49	True	False	False	False	False	False	C
P35583	D4QGC2	Foxa2	D4QGC2	True	False	False	False	False	False	C
P35583	D3YVY2	Foxa2	D3YVY2	True	False	False	False	False	False	C
P35583	Q08874	Foxa2	Mitf	True	False	False	False	False	False	C
P35583	A0A7N9VSW1	Foxa2	A0A7N9VSW1	True	False	False	False	False	False	A
P35583	V9GXT3	Foxa2	V9GXT3	True	False	False	False	False	False	C
P35583	A0A286YDV4	Foxa2	A0A286YDV4	True	False	False	False	False	False	C
P35583	P0DI97	Foxa2	Nrxn1	True	False	False	False	False	False	C
P35583	Q9CS84	Foxa2	Nrxn1	True	False	False	False	False	False	C
P35583	Q64338	Foxa2	Pde1c	True	False	False	False	False	False	C
P35583	Q9R0B9	Foxa2	Plod2	True	False	False	False	False	False	C
P35583	A0A140LIN3	Foxa2	A0A140LIN3	True	False	False	False	False	False	C
P35583	P34152	Foxa2	Ptk2	True	False	False	False	False	False	C
P35583	Q9EQZ6	Foxa2	Rapgef4	True	False	False	False	False	False	C
P35583	Q91WT8	Foxa2	Rbm47	True	False	False	False	False	False	C
P35583	Q8K4L3	Foxa2	Svil	True	False	False	False	False	False	C
P35583	Q6ZWQ0	Foxa2	Syne2	True	False	False	False	False	False	C
P35583	Q60949	Foxa2	Tbc1d1	True	False	False	False	False	False	C
P35583	Q8C0V0	Foxa2	Tlk1	True	False	False	False	False	False	C
P35583	A0A1L1SQ51	Foxa2	A0A1L1SQ51	True	False	False	False	False	False	C
P35583	G3UW90	Foxa2	G3UW90	True	False	False	False	False	False	C
P35583	Q5SXA9	Foxa2	Wwc1	True	False	False	False	False	False	B
P35583	Q9DBH0	Foxa2	Wwp2	True	False	False	False	False	False	C
P35583	P23949	Foxa2	Zfp36l2	True	False	False	False	False	False	C
P35584	Q148B1	Foxa3	Q148B1	True	False	False	False	False	False	A
P35584	Q5GLZ0	Foxa3	Q5GLZ0	True	False	False	False	False	False	A
P35584	P56655	Foxa3	Cyp2c38	True	False	False	False	False	False	A
P35584	Q91X77	Foxa3	Cyp2c50	True	False	False	False	False	False	A
P35584	P56654	Foxa3	Cyp2c37	True	False	False	False	False	False	A
Q9ES18	Q6DFX2	Foxj2	Antxr2	True	False	False	False	False	False	C
Q9ES18	F8VPQ2	Foxj2	Arid4a	True	False	False	False	False	False	C
Q9ES18	Q9QYP6	Foxj2	Azi2	True	False	False	False	False	False	C
Q9ES18	A2AMT1	Foxj2	Bfsp1	True	False	False	False	False	False	C
Q9ES18	Q8CFW7	Foxj2	Cc2d2a	True	False	False	False	False	False	C
Q9ES18	Q8BH53	Foxj2	Cfap69	True	False	False	False	False	False	C
Q9ES18	Q8VHS2	Foxj2	Crb1	True	False	False	False	False	False	C
Q9ES18	Q3TKY6	Foxj2	Cwc27	True	False	False	False	False	False	C
Q9ES18	Q80TN4	Foxj2	Dnajc16	True	False	False	False	False	False	C
Q9ES18	Q5EBJ4	Foxj2	Ermn	True	False	False	False	False	False	C
Q9ES18	Q8BGI4	Foxj2	Fam13a	True	False	False	False	False	False	C
Q9ES18	A0A140LI28	Foxj2	A0A140LI28	True	False	False	False	False	False	C
Q9ES18	P97447	Foxj2	Fhl1	True	False	False	False	False	False	C
Q9ES18	H3BJ24	Foxj2	H3BJ24	True	False	False	False	False	False	C
Q9ES18	E9Q1A8	Foxj2	E9Q1A8	True	False	False	False	False	False	C
Q9ES18	Q99L13	Foxj2	Hibadh	True	False	False	False	False	False	C
Q9ES18	B1ASP2	Foxj2	B1ASP2	True	False	False	False	False	False	C
Q9ES18	Q04859	Foxj2	Mak	True	False	False	False	False	False	C
Q9ES18	Q91ZD1	Foxj2	Osr2	True	False	False	False	False	False	C
Q9ES18	Q3U2S4	Foxj2	Otud5	True	False	False	False	False	False	C
Q9ES18	Q3UK78	Foxj2	Pcgf5	True	False	False	False	False	False	C
Q9ES18	O35973	Foxj2	Per1	True	False	False	False	False	False	C
Q9ES18	P42337	Foxj2	Pik3ca	True	False	False	False	False	False	C
Q9ES18	Q99PV0	Foxj2	Prpf8	True	False	False	False	False	False	C
Q9ES18	B8ZXI1	Foxj2	Qtrt2	True	False	False	False	False	False	C
Q9ES18	Q9DAK3	Foxj2	Rhobtb1	True	False	False	False	False	False	C
Q9ES18	P57725	Foxj2	Samsn1	True	False	False	False	False	False	C
Q9ES18	P70274	Foxj2	Selenop	True	False	False	False	False	False	C
Q9ES18	O35638	Foxj2	Stag2	True	False	False	False	False	False	C
Q9ES18	E9QP00	Foxj2	E9QP00	True	False	False	False	False	False	C
Q9ES18	P47810	Foxj2	Wee1	True	False	False	False	False	False	C
Q9ES18	Q8K0L9	Foxj2	Zbtb20	True	False	False	False	False	False	C
P42128	P97450	Foxk1	Atp5pf	True	False	False	False	False	False	C
P42128	E9QA15	Foxk1	E9QA15	True	False	False	False	False	False	C
P42128	Q91W50	Foxk1	Csde1	True	False	False	False	False	False	C
P42128	O08789	Foxk1	Mnt	True	False	False	False	False	False	C
P42128	O35638	Foxk1	Stag2	True	False	False	False	False	False	C
P42128	Q9WTK7	Foxk1	Stk11	True	False	False	False	False	False	C
P42128	A0A2R8W6R9	Foxk1	A0A2R8W6R9	True	False	False	False	False	False	C
P42128	Q91WA1	Foxk1	Tipin	True	False	False	False	False	False	C
Q3UCQ1	E9Q4F7	Foxk2	Ankrd11	True	False	False	False	False	False	C
Q3UCQ1	Q8BM75	Foxk2	Arid5b	True	False	False	False	False	False	C
Q3UCQ1	Q80U30	Foxk2	Clec16a	True	False	False	False	False	False	C
Q3UCQ1	Q8R1G2	Foxk2	Cmbl	True	False	False	False	False	False	C
Q3UCQ1	Q60598	Foxk2	Cttn	True	False	False	False	False	False	C
Q3UCQ1	Q80Y83	Foxk2	Dixdc1	True	False	False	False	False	False	C
Q3UCQ1	O54946	Foxk2	Dnajb6	True	False	False	False	False	False	C
Q3UCQ1	Q8BVG4	Foxk2	Dpp9	True	False	False	False	False	False	C
Q3UCQ1	P53798	Foxk2	Fdft1	True	False	False	False	False	False	C
Q3UCQ1	P42128	Foxk2	Foxk1	True	False	False	False	False	False	C
Q3UCQ1	A0A1D5RM07	Foxk2	A0A1D5RM07	True	False	False	False	False	False	C
Q3UCQ1	Q9Z2X1	Foxk2	Hnrnpf	True	False	False	False	False	False	C
Q3UCQ1	P11881	Foxk2	Itpr1	True	False	False	False	False	False	C
Q3UCQ1	Q5NCY0	Foxk2	Kdm6b	True	False	False	False	False	False	C
Q3UCQ1	P35951	Foxk2	Ldlr	True	False	False	False	False	False	C
Q3UCQ1	F8WJC4	Foxk2	F8WJC4	True	False	False	False	False	False	C
Q3UCQ1	E9PZ55	Foxk2	E9PZ55	True	False	False	False	False	False	C
Q3UCQ1	Q924H2	Foxk2	Med15	True	False	False	False	False	False	C
Q3UCQ1	Q9D074	Foxk2	Mgrn1	True	False	False	False	False	False	C
O08789	Q3UCQ1	Mnt	Foxk2	True	False	False	False	False	False	C
Q3UCQ1	O08789	Foxk2	Mnt	True	False	False	False	False	False	C
Q3UCQ1	Q9WU20	Foxk2	Mthfr	True	False	False	False	False	False	C
Q3UCQ1	A0A286YDV4	Foxk2	A0A286YDV4	True	False	False	False	False	False	C
Q3UCQ1	E9PXZ2	Foxk2	E9PXZ2	True	False	False	False	False	False	C
Q3UCQ1	P60335	Foxk2	Pcbp1	True	False	False	False	False	False	C
Q3UCQ1	Q5SPL2	Foxk2	Phf12	True	False	False	False	False	False	C
Q3UCQ1	A0A140T8I9	Foxk2	A0A140T8I9	True	False	False	False	False	False	C
Q3UCQ1	Q7M6Y3	Foxk2	Picalm	True	False	False	False	False	False	C
Q3UCQ1	P37040	Foxk2	Por	True	False	False	False	False	False	C
Q3UCQ1	O70274	Foxk2	Ptp4a2	True	False	False	False	False	False	C
Q3UCQ1	Q62179	Foxk2	Sema4b	True	False	False	False	False	False	C
Q3UCQ1	E9PYU8	Foxk2	E9PYU8	True	False	False	False	False	False	C
Q3UCQ1	O09044	Foxk2	Snap23	True	False	False	False	False	False	C
Q3UCQ1	Q99M96	Foxk2	St7	True	False	False	False	False	False	C
Q3UCQ1	Q08122	Foxk2	Tle3	True	False	False	False	False	False	C
Q3UCQ1	Q8C0V0	Foxk2	Tlk1	True	False	False	False	False	False	C
Q3UCQ1	A0A0R4J1P2	Foxk2	A0A0R4J1P2	True	False	False	False	False	False	C
Q3UCQ1	Q3TLI0	Foxk2	Trappc10	True	False	False	False	False	False	C
Q3UCQ1	E9Q7M2	Foxk2	Tsc22d2	True	False	False	False	False	False	C
Q3UCQ1	Q8BG60	Foxk2	Txnip	True	False	False	False	False	False	C
Q3UCQ1	A0A0G2JE32	Foxk2	A0A0G2JE32	True	False	False	False	False	False	C
Q3UCQ1	B2RQC2	Foxk2	Usp42	True	False	False	False	False	False	C
Q3UCQ1	B1ART2	Foxk2	B1ART2	True	False	False	False	False	False	C
Q3UCQ1	P47810	Foxk2	Wee1	True	False	False	False	False	False	C
Q3UCQ1	Q9EPK7	Foxk2	Xpo7	True	False	False	False	False	False	C
Q3UCQ1	Q3U4G3	Foxk2	Xxylt1	True	False	False	False	False	False	C
Q3UCQ1	Q8K3J5	Foxk2	Znf131	True	False	False	False	False	False	C
O88470	A0A8Q0P8A2	Foxl2	A0A8Q0P8A2	True	False	False	False	False	False	A
O88470	Q60765	Foxl2	Atf3	True	False	False	False	False	False	A
O88470	O55179	Foxl2	O55179	True	False	False	False	False	False	A
O88470	Q07440	Foxl2	Bcl2a1	True	False	False	False	False	False	A
O88470	Q497M6	Foxl2	Q497M6	True	False	False	False	False	False	A
O88470	O89093	Foxl2	Ccl20	True	False	False	False	False	False	A
O88470	P10855	Foxl2	Ccl3	True	False	False	False	False	False	A
O88470	Q9Z0F5	Foxl2	Ch25h	True	False	False	False	False	False	A
O88470	P10889	Foxl2	Cxcl2	True	False	False	False	False	False	A
O88470	P12850	Foxl2	Cxcl1	True	False	False	False	False	False	A
O88470	P01101	Foxl2	Fos	True	False	False	False	False	False	A
O88470	P46694	Foxl2	Ier3	True	False	False	False	False	False	A
O88470	Q4VK74	Foxl2	Ifnl2	True	False	False	False	False	False	A
O88470	Q8CGK6	Foxl2	Ifnl3	True	False	False	False	False	False	A
O88470	P47873	Foxl2	Il11	True	False	False	False	False	False	A
O88470	A0A0A6YWQ4	Foxl2	A0A0A6YWQ4	True	False	False	False	False	False	A
O88470	O70343	Foxl2	Ppargc1a	True	False	False	False	False	False	A
O88470	Q60769	Foxl2	Tnfaip3	True	False	False	False	False	False	A
Q6P1H7	A0A571BEJ4	Q6P1H7	A0A571BEJ4	True	False	False	False	False	False	C
Q6P1H7	P51827	Q6P1H7	Aff3	True	False	False	False	False	False	C
Q6P1H7	O08739	Q6P1H7	Ampd3	True	False	False	False	False	False	C
Q6P1H7	Q8K298	Q6P1H7	Anln	True	False	False	False	False	False	C
Q6P1H7	Q6P9J9	Q6P1H7	Ano6	True	False	False	False	False	False	C
Q6P1H7	Q8CJ27	Q6P1H7	Aspm	True	False	False	False	False	False	C
